Sport,Date,Time,Season,ToG,HomeTeam,AwayTeam,FTHG,FTAG,W,OVER/UNDER,AH,TG,Draw,DHS,DAS,1qHS,1qAS,1qR,MH,MA,PH,PA,B365H,B365A
Basket,08/05/2016,01:30,2015/2016,Play Offs,Portland Trail Blazers,Golden State Warriors,120,108,H,O,12,228,,,,22,28,A,2.54,1.61,2.51,1.6,2.5,1.58
Basket,07/05/2016,22:00,2015/2016,Play Offs,Miami Heat,Toronto Raptors,91,95,A,U,4,186,,,,19,23,A,1.45,3.06,1.48,2.86,1.43,2.9
Basket,07/05/2016,02:30,2015/2016,Play Offs,Oklahoma City Thunder,San Antonio Spurs,96,100,A,U,4,196,,,,20,27,A,2.08,1.87,1.95,1.95,1.8,2.05
Basket,07/05/2016,00:00,2015/2016,Play Offs,Atlanta Hawks,Cleveland Cavaliers,108,121,A,O,13,229,,,,28,31,A,2.32,1.71,2.29,1.7,2.25,1.68
Basket,06/05/2016,01:00,2015/2016,Play Offs,Toronto Raptors,Miami Heat,96,92,H,U,4,188,OT,86,86,29,19,H,1.51,2.85,1.52,2.73,1.5,2.7
Basket,05/05/2016,01:00,2015/2016,Play Offs,Cleveland Cavaliers,Atlanta Hawks,123,98,H,O,25,221,,,,35,20,H,1.27,3.82,1.3,3.92,1.25,4.1
Basket,04/05/2016,03:30,2015/2016,Play Offs,Golden State Warriors,Portland Trail Blazers,110,99,H,U,11,209,,,,21,34,A,1.19,5.7,1.19,5.46,1.18,5.25
Basket,04/05/2016,01:00,2015/2016,Play Offs,Toronto Raptors,Miami Heat,96,102,A,U,6,198,OT,90,90,18,18,D,1.53,2.77,1.52,2.73,1.5,2.7
Basket,03/05/2016,02:30,2015/2016,Play Offs,San Antonio Spurs,Oklahoma City Thunder,97,98,A,U,1,195,,,,21,29,A,1.33,3.82,1.33,3.7,1.29,3.7
Basket,03/05/2016,00:00,2015/2016,Play Offs,Cleveland Cavaliers,Atlanta Hawks,104,93,H,U,11,197,,,,30,19,H,1.3,4.1,1.29,4.05,1.28,3.75
Basket,02/05/2016,01:00,2015/2016,Play Offs,Toronto Raptors,Indiana Pacers,89,84,H,U,5,173,,,,28,23,H,1.39,3.4,1.38,3.35,1.38,3.15
Basket,01/05/2016,20:30,2015/2016,Play Offs,Golden State Warriors,Portland Trail Blazers,118,106,H,O,12,224,,,,37,17,H,1.29,4.2,1.29,4.01,1.27,3.8
Basket,01/05/2016,18:00,2015/2016,Play Offs,Miami Heat,Charlotte Hornets,106,73,H,U,33,179,,,,29,18,H,1.37,3.54,1.36,3.48,1.34,3.35
Basket,01/05/2016,01:30,2015/2016,Play Offs,San Antonio Spurs,Oklahoma City Thunder,124,92,H,O,32,216,,,,43,20,H,1.4,3.32,1.39,3.27,1.38,3.15
Basket,30/04/2016,03:30,2015/2016,Play Offs,Portland Trail Blazers,Los Angeles Clippers,106,103,H,U,3,209,,,,24,24,D,1.19,5.7,1.19,5.5,1.16,5.5
Basket,30/04/2016,01:00,2015/2016,Play Offs,Charlotte Hornets,Miami Heat,90,97,A,U,7,187,,,,24,27,A,1.89,2.05,1.88,2.03,1.83,2
Basket,30/04/2016,00:30,2015/2016,Play Offs,Indiana Pacers,Toronto Raptors,101,83,H,U,18,184,,,,20,22,A,1.76,2.24,1.74,2.22,1.74,2.15
Basket,29/04/2016,01:00,2015/2016,Play Offs,Boston Celtics,Atlanta Hawks,92,104,A,U,12,196,,,,17,20,A,2.02,1.81,2.07,1.85,2.05,1.8
Basket,28/04/2016,03:30,2015/2016,Play Offs,Golden State Warriors,Houston Rockets,114,81,H,U,33,195,,,,37,20,H,1.23,4.95,1.21,5.08,1.2,4.75
Basket,28/04/2016,03:00,2015/2016,Play Offs,Los Angeles Clippers,Portland Trail Blazers,98,108,A,U,10,206,,,,18,18,D,1.81,2.16,1.78,2.16,1.76,2.1
Basket,28/04/2016,01:00,2015/2016,Play Offs,Miami Heat,Charlotte Hornets,88,90,A,U,2,178,,,,25,28,A,1.46,3.04,1.45,2.99,1.42,2.95
Basket,27/04/2016,01:30,2015/2016,Play Offs,Atlanta Hawks,Boston Celtics,110,83,H,U,27,193,,,,15,20,A,1.39,3.4,1.38,3.35,1.34,3.35
Basket,26/04/2016,23:00,2015/2016,Play Offs,Toronto Raptors,Indiana Pacers,102,99,H,U,3,201,,,,20,35,A,1.35,3.66,1.34,3.6,1.33,3.4
Basket,26/04/2016,03:30,2015/2016,Play Offs,Portland Trail Blazers,Los Angeles Clippers,98,84,H,U,14,182,,,,24,20,H,2.27,1.75,2.27,1.71,2.2,1.71
Basket,26/04/2016,01:00,2015/2016,Play Offs,Oklahoma City Thunder,Dallas Mavericks,118,104,H,O,14,222,,,,35,24,H,1.07,12.5,1.07,11.06,1.06,10.5
Basket,26/04/2016,00:00,2015/2016,Play Offs,Charlotte Hornets,Miami Heat,89,85,H,U,4,174,,,,19,26,A,1.73,2.3,1.71,2.27,1.68,2.25
Basket,25/04/2016,01:30,2015/2016,Play Offs,Detroit Pistons,Cleveland Cavaliers,98,100,A,U,2,198,,,,28,25,H,2.5,1.21,3.35,1.38,3.25,1.36
Basket,24/04/2016,23:00,2015/2016,Play Offs,Boston Celtics,Atlanta Hawks,104,95,H,U,9,199,OT,92,92,24,21,H,1.58,1.68,1.79,2.14,1.86,1.95
Basket,24/04/2016,20:30,2015/2016,Play Offs,Houston Rockets,Golden State Warriors,94,121,A,U,27,215,,,,29,29,D,3.76,1.34,3.44,1.36,3.75,1.28
Basket,24/04/2016,18:00,2015/2016,Play Offs,Memphis Grizzlies,San Antonio Spurs,95,116,A,U,21,211,,,,19,25,A,10.4,1.09,9.87,1.08,10,1.06
Basket,24/04/2016,03:30,2015/2016,Play Offs,Portland Trail Blazers,Los Angeles Clippers,96,88,H,U,8,184,,,,22,19,H,2.18,1.8,2.19,1.76,2.1,1.76
Basket,24/04/2016,01:00,2015/2016,Play Offs,Dallas Mavericks,Oklahoma City Thunder,108,119,A,O,11,227,,,,18,33,A,3.6,1.05,5.65,1.18,5.5,1.16
Basket,23/04/2016,22:30,2015/2016,Play Offs,Charlotte Hornets,Miami Heat,96,80,H,U,16,176,,,,29,28,H,1.7,2.34,1.62,2.45,1.71,2.2
Basket,23/04/2016,21:00,2015/2016,Play Offs,Indiana Pacers,Toronto Raptors,100,83,H,U,17,183,,,,28,16,H,1.72,1.55,2,1.91,2,1.83
Basket,23/04/2016,02:30,2015/2016,Play Offs,Memphis Grizzlies,San Antonio Spurs,87,96,A,U,9,183,,,,18,26,A,7.1,1.14,6.52,1.15,6.5,1.12
Basket,23/04/2016,01:00,2015/2016,Play Offs,Boston Celtics,Atlanta Hawks,111,103,H,U,8,214,,,,37,20,H,1.63,2.5,1.61,2.47,1.6,2.45
Basket,23/04/2016,00:00,2015/2016,Play Offs,Detroit Pistons,Cleveland Cavaliers,91,101,A,U,10,192,,,,27,24,H,2.74,1.54,2.59,1.56,2.65,1.54
Basket,22/04/2016,02:30,2015/2016,Play Offs,Houston Rockets,Golden State Warriors,97,96,H,U,1,193,,,,31,18,H,3.04,1.46,2.99,1.45,2.95,1.42
Basket,22/04/2016,00:30,2015/2016,Play Offs,Indiana Pacers,Toronto Raptors,85,101,A,U,16,186,,,,17,24,A,2.02,1.93,,,1.95,1.86
Basket,22/04/2016,00:00,2015/2016,Play Offs,Dallas Mavericks,Oklahoma City Thunder,102,131,A,O,29,233,,,,21,27,A,4.2,1.29,4.11,1.28,3.9,1.27
Basket,21/04/2016,03:30,2015/2016,Play Offs,Los Angeles Clippers,Portland Trail Blazers,102,81,H,U,21,183,,,,22,17,H,1.25,4.6,1.25,4.5,1.23,4.25
Basket,21/04/2016,01:00,2015/2016,Play Offs,Cleveland Cavaliers,Detroit Pistons,107,90,H,U,17,197,,,,23,28,A,1.19,5.7,1.18,5.56,1.16,5.5
Basket,21/04/2016,00:00,2015/2016,Play Offs,Miami Heat,Charlotte Hornets,115,103,H,O,12,218,,,,29,29,D,1.51,2.85,1.5,2.81,1.5,2.7
Basket,20/04/2016,02:30,2015/2016,Play Offs,San Antonio Spurs,Memphis Grizzlies,94,68,H,U,26,162,,,,22,11,H,1.02,29,1.01,34.33,1.01,19
Basket,20/04/2016,00:00,2015/2016,Play Offs,Atlanta Hawks,Boston Celtics,89,72,H,U,17,161,,,,24,7,H,1.43,3.16,1.42,3.11,1.4,3.05
Basket,19/04/2016,03:30,2015/2016,Play Offs,Golden State Warriors,Houston Rockets,115,106,H,O,9,221,,,,33,30,H,1.08,7.5,1.08,8,1.07,9
Basket,19/04/2016,01:00,2015/2016,Play Offs,Oklahoma City Thunder,Dallas Mavericks,84,85,A,U,1,169,,,,20,24,A,1.09,10.4,1.08,9.87,1.07,9
Basket,19/04/2016,00:00,2015/2016,Play Offs,Toronto Raptors,Indiana Pacers,98,87,H,U,11,185,,,,27,16,H,1.32,3.88,1.31,3.81,1.31,3.6
Basket,18/04/2016,03:30,2015/2016,Play Offs,Los Angeles Clippers,Portland Trail Blazers,115,95,H,U,20,210,,,,26,21,H,1.26,4.5,1.27,4.26,1.27,3.9
Basket,18/04/2016,01:00,2015/2016,Play Offs,San Antonio Spurs,Memphis Grizzlies,106,74,H,U,32,180,,,,22,13,H,1.05,17,1.04,15.72,1.04,12.5
Basket,17/04/2016,22:30,2015/2016,Play Offs,Miami Heat,Charlotte Hornets,123,91,H,U,32,214,,,,41,22,H,1.54,2.75,1.53,2.71,1.52,2.67
Basket,17/04/2016,20:00,2015/2016,Play Offs,Cleveland Cavaliers,Detroit Pistons,106,101,H,U,5,207,,,,27,25,H,1.16,6.5,1.15,6.34,1.14,6
Basket,17/04/2016,02:30,2015/2016,Play Offs,Oklahoma City Thunder,Dallas Mavericks,108,70,H,U,38,178,,,,26,11,H,1.13,7.8,1.12,7.55,1.1,7.25
Basket,17/04/2016,00:00,2015/2016,Play Offs,Atlanta Hawks,Boston Celtics,102,101,H,U,1,203,,,,30,19,H,1.49,2.9,1.49,2.84,1.47,2.75
Basket,16/04/2016,20:30,2015/2016,Play Offs,Golden State Warriors,Houston Rockets,104,78,H,U,26,182,,,,33,15,H,1.09,10.6,1.09,9.61,1.07,9
Basket,16/04/2016,17:30,2015/2016,Play Offs,Toronto Raptors,Indiana Pacers,90,100,A,U,10,190,,,,24,19,H,1.37,3.54,1.36,3.48,1.36,3.25
Basket,14/04/2016,03:30,2015/2016,Regular,Golden State Warriors,Memphis Grizzlies,125,104,H,O,21,229,,,,37,23,H,1.02,41,1.02,32.5,1,21
Basket,14/04/2016,03:30,2015/2016,Regular,Los Angeles Lakers,Utah Jazz,101,96,H,U,5,197,,,,19,21,A,2.95,1.41,3.02,1.44,3,1.41
Basket,14/04/2016,03:30,2015/2016,Regular,Phoenix Suns,Los Angeles Clippers,114,105,H,O,9,219,,,,25,27,A,1.54,2.75,1.53,2.71,1.47,2.75
Basket,14/04/2016,03:30,2015/2016,Regular,Portland Trail Blazers,Denver Nuggets,107,99,H,U,8,206,,,,27,31,A,1.17,5.2,1.21,5.12,1.2,4.75
Basket,14/04/2016,01:00,2015/2016,Regular,Boston Celtics,Miami Heat,98,88,H,U,10,186,,,,13,35,A,1.48,2.66,1.52,2.73,1.43,2.9
Basket,14/04/2016,10:00,2015/2016,Regular,Brooklyn Nets,Toronto Raptors,96,103,A,U,7,199,,,,26,16,H,2.92,1.41,2.99,1.45,2.9,1.43
Basket,14/04/2016,01:00,2015/2016,Regular,Charlotte Hornets,Orlando Magic,117,103,H,O,14,220,,,,38,22,H,1.19,4.85,1.19,5.42,1.22,4.5
Basket,14/04/2016,01:00,2015/2016,Regular,Chicago Bulls,Philadelphia 76ers,115,105,H,O,10,220,,,,16,32,A,1.11,6.8,1.13,6.99,1.14,6
Basket,14/04/2016,01:00,2015/2016,Regular,Cleveland Cavaliers,Detroit Pistons,110,112,A,O,2,222,OT,103,103,24,29,A,1.81,2.01,1.85,2.06,1.8,2.05
Basket,14/04/2016,01:00,2015/2016,Regular,Dallas Mavericks,San Antonio Spurs,91,96,A,U,5,187,,,,27,20,H,1.49,2.65,1.53,2.71,1.47,2.75
Basket,14/04/2016,01:00,2015/2016,Regular,Houston Rockets,Sacramento Kings,116,81,H,U,35,197,,,,34,18,H,1.05,15.5,1.06,12.98,1.04,12.5
Basket,14/04/2016,01:00,2015/2016,Regular,Milwaukee Bucks,Indiana Pacers,92,97,A,U,5,189,,,,20,37,A,1.51,2.65,1.55,2.63,1.5,2.7
Basket,14/04/2016,01:00,2015/2016,Regular,Minnesota Timberwolves,New Orleans Pelicans,144,109,H,O,35,253,,,,40,23,H,1.2,4.5,1.24,4.65,1.22,4.5
Basket,14/04/2016,01:00,2015/2016,Regular,Washington Wizards,Atlanta Hawks,109,98,H,U,11,207,,,,33,33,D,3.72,1.28,3.81,1.31,3.7,1.29
Basket,13/04/2016,03:30,2015/2016,Regular,Los Angeles Clippers,Memphis Grizzlies,110,84,H,U,26,194,,,,29,22,H,1.28,3.76,1.31,3.85,1.25,4.1
Basket,13/04/2016,01:00,2015/2016,Regular,San Antonio Spurs,Oklahoma City Thunder,102,98,H,U,4,200,OT,93,93,21,32,A,1.18,4.65,1.2,5.16,1.22,4.5
Basket,13/04/2016,00:30,2015/2016,Regular,Detroit Pistons,Miami Heat,93,99,A,U,6,192,,,,17,19,A,1.68,2.2,1.72,2.25,1.68,2.25
Basket,13/04/2016,03:30,2015/2016,Regular,Toronto Raptors,Philadelphia 76ers,122,98,H,O,24,220,,,,32,23,H,1.14,5.8,1.17,5.8,1.16,5.5
Basket,13/04/2016,00:00,2015/2016,Regular,Indiana Pacers,New York Knicks,102,90,H,U,12,192,,,,29,36,A,,,1.2,5.2,1.19,5
Basket,12/04/2016,03:00,2015/2016,Regular,Phoenix Suns,Sacramento Kings,101,105,A,U,4,206,,,,22,26,A,1.36,3.18,1.39,3.27,1.35,3.3
Basket,12/04/2016,02:00,2015/2016,Regular,Utah Jazz,Dallas Mavericks,92,101,A,U,9,193,,,,20,22,A,1.41,2.92,1.45,2.99,1.43,2.9
Basket,12/04/2016,01:00,2015/2016,Regular,Minnesota Timberwolves,Houston Rockets,105,129,A,O,24,234,,,,21,38,A,2.33,1.61,2.39,1.65,2.45,1.6
Basket,12/04/2016,01:00,2015/2016,Regular,New Orleans Pelicans,Chicago Bulls,116,121,A,O,5,237,,,,29,27,H,2.59,1.51,2.55,1.58,2.55,1.57
Basket,12/04/2016,01:00,2015/2016,Regular,Oklahoma City Thunder,Los Angeles Lakers,112,79,H,U,33,191,,,,27,21,H,1.05,14.5,1.04,15.91,1.04,13
Basket,12/04/2016,00:30,2015/2016,Regular,Boston Celtics,Charlotte Hornets,100,114,A,U,14,214,,,,28,24,H,1.31,3.48,1.34,3.56,1.31,3.6
Basket,12/04/2016,00:30,2015/2016,Regular,Brooklyn Nets,Washington Wizards,111,120,A,O,9,231,,,,28,34,A,3.04,1.46,2.95,1.46,2.75,1.47
Basket,12/04/2016,00:00,2015/2016,Regular,Cleveland Cavaliers,Atlanta Hawks,109,94,H,U,15,203,,,,22,26,A,1.56,2.45,1.61,2.49,1.58,2.5
Basket,12/04/2016,00:00,2015/2016,Regular,Orlando Magic,Milwaukee Bucks,107,98,H,U,9,205,,,,32,22,H,1.55,2.48,1.58,2.54,1.58,2.5
Basket,11/04/2016,00:30,2015/2016,Regular,New York Knicks,Toronto Raptors,89,93,A,U,4,182,,,,25,20,H,2.65,1.49,2.71,1.53,2.7,1.5
Basket,11/04/2016,00:00,2015/2016,Regular,San Antonio Spurs,Golden State Warriors,86,92,A,U,6,178,,,,19,14,H,1.43,2.86,1.49,2.82,1.43,2.9
Basket,10/04/2016,23:00,2015/2016,Regular,Indiana Pacers,Brooklyn Nets,129,105,H,O,24,234,,,,39,19,H,1.06,9,1.09,9.35,1.07,9.5
Basket,10/04/2016,23:00,2015/2016,Regular,Miami Heat,Orlando Magic,118,96,H,U,22,214,,,,31,28,H,1.19,4.75,1.22,4.9,1.22,4.5
Basket,10/04/2016,22:00,2015/2016,Regular,Denver Nuggets,Utah Jazz,84,100,A,U,16,184,,,,22,26,A,3.04,1.39,3.11,1.42,3.15,1.38
Basket,10/04/2016,22:00,2015/2016,Regular,Philadelphia 76ers,Milwaukee Bucks,108,109,A,O,1,217,OT,98,98,23,29,A,2.41,1.59,2.44,1.63,2.45,1.6
Basket,10/04/2016,20:30,2015/2016,Regular,Houston Rockets,Los Angeles Lakers,130,110,H,O,20,240,,,,29,27,H,1.07,13,1.06,12.98,1.05,11
Basket,10/04/2016,20:30,2015/2016,Regular,Los Angeles Clippers,Dallas Mavericks,98,91,H,U,7,189,,,,23,21,H,1.45,2.81,1.48,2.88,1.47,2.75
Basket,10/04/2016,17:00,2015/2016,Regular,Washington Wizards,Charlotte Hornets,113,98,H,U,15,211,,,,28,27,H,2.74,1.47,2.8,1.5,2.75,1.47
Basket,10/04/2016,03:30,2015/2016,Regular,Portland Trail Blazers,Minnesota Timberwolves,105,106,A,U,1,211,,,,28,21,H,1.22,4.3,1.25,4.42,1.23,4.25
Basket,10/04/2016,04:30,2015/2016,Regular,Sacramento Kings,Oklahoma City Thunder,114,112,H,O,2,226,,,,22,30,A,3.3,1.34,3.39,1.37,3.3,1.35
Basket,10/04/2016,01:30,2015/2016,Regular,Chicago Bulls,Cleveland Cavaliers,105,102,H,U,3,207,,,,27,31,A,3.36,1.33,3.6,1.34,3.5,1.32
Basket,10/04/2016,01:00,2015/2016,Regular,Memphis Grizzlies,Golden State Warriors,99,100,A,U,1,199,,,,28,31,A,9.2,1.06,9.61,1.09,9,1.07
Basket,10/04/2016,00:30,2015/2016,Regular,Atlanta Hawks,Boston Celtics,118,107,H,O,11,225,,,,34,32,H,1.41,2.94,1.44,3.01,1.42,2.95
Basket,10/04/2016,00:00,2015/2016,Regular,New Orleans Pelicans,Phoenix Suns,100,121,A,O,21,221,,,,22,32,A,1.95,1.86,2,1.91,2.05,1.8
Basket,09/04/2016,02:00,2015/2016,Regular,Denver Nuggets,San Antonio Spurs,102,98,H,U,4,200,,,,24,18,H,1.7,2.16,1.74,2.22,1.68,2.25
Basket,09/04/2016,02:00,2015/2016,Regular,Utah Jazz,Los Angeles Clippers,99,102,A,U,3,201,OT,94,94,26,25,H,1.09,7.6,1.11,7.88,1.06,10
Basket,09/04/2016,01:30,2015/2016,Regular,Dallas Mavericks,Memphis Grizzlies,103,93,H,U,10,196,,,,18,21,A,1.37,3.04,1.4,3.22,1.36,3.25
Basket,09/04/2016,01:00,2015/2016,Regular,New Orleans Pelicans,Los Angeles Lakers,110,102,H,U,8,212,,,,24,27,A,1.75,2.1,1.79,2.15,1.74,2.15
Basket,09/04/2016,00:30,2015/2016,Regular,Boston Celtics,Milwaukee Bucks,124,109,H,O,15,233,,,,30,35,A,1.15,5.5,1.18,5.65,1.16,5.5
Basket,09/04/2016,00:30,2015/2016,Regular,Detroit Pistons,Washington Wizards,112,99,H,U,13,211,,,,39,25,H,1.39,3.02,1.43,3.1,1.4,3.1
Basket,09/04/2016,00:30,2015/2016,Regular,Toronto Raptors,Indiana Pacers,111,98,H,U,13,209,,,,20,15,H,2.6,1.51,2.66,1.54,2.7,1.5
Basket,09/04/2016,00:00,2015/2016,Regular,Charlotte Hornets,Brooklyn Nets,113,99,H,U,14,212,,,,25,25,D,1.05,16.5,1.04,15.32,1.04,13.5
Basket,09/04/2016,03:00,2015/2016,Regular,Orlando Magic,Miami Heat,112,109,H,O,3,221,,,,19,27,A,1.84,1.97,1.88,2.02,1.86,1.95
Basket,09/04/2016,00:00,2015/2016,Regular,Philadelphia 76ers,New York Knicks,102,109,A,U,7,211,,,,24,28,A,2.23,1.66,2.29,1.7,2.35,1.64
Basket,08/04/2016,03:30,2015/2016,Regular,Golden State Warriors,San Antonio Spurs,112,101,H,U,11,213,,,,20,15,H,1.35,3.22,1.47,2.91,1.32,3.5
Basket,08/04/2016,03:00,2015/2016,Regular,Sacramento Kings,Minnesota Timberwolves,97,105,A,U,8,202,,,,27,31,A,1.52,2.56,1.56,2.62,1.52,2.67
Basket,08/04/2016,01:00,2015/2016,Regular,Atlanta Hawks,Toronto Raptors,95,87,H,U,8,182,,,,28,20,H,1.39,3.04,1.42,3.11,1.4,3.1
Basket,08/04/2016,01:00,2015/2016,Regular,Houston Rockets,Phoenix Suns,115,124,A,O,9,239,,,,39,27,H,1.1,7.2,1.13,7.38,1.11,6.75
Basket,08/04/2016,01:00,2015/2016,Regular,Miami Heat,Chicago Bulls,106,98,H,U,8,204,,,,21,22,A,1.43,2.86,1.47,2.93,1.42,2.95
Basket,07/04/2016,03:30,2015/2016,Regular,Los Angeles Lakers,Los Angeles Clippers,81,91,A,U,10,172,,,,25,29,A,7.2,1.1,7.38,1.13,6.5,1.12
Basket,07/04/2016,03:00,2015/2016,Regular,Portland Trail Blazers,Oklahoma City Thunder,120,115,H,O,5,235,,,,33,26,H,1.83,1.99,1.91,2,1.95,1.86
Basket,07/04/2016,02:30,2015/2016,Regular,Dallas Mavericks,Houston Rockets,88,86,H,U,2,174,,,,18,22,A,2.04,1.79,2.1,1.83,2.05,1.8
Basket,07/04/2016,00:30,2015/2016,Regular,Boston Celtics,New Orleans Pelicans,104,97,H,U,7,201,,,,23,17,H,1.02,11,1.05,14.82,1.05,12.25
Basket,07/04/2016,00:30,2015/2016,Regular,New York Knicks,Charlotte Hornets,97,111,A,U,14,208,,,,25,30,A,2.57,1.52,2.58,1.57,2.65,1.54
Basket,07/04/2016,00:00,2015/2016,Regular,Indiana Pacers,Cleveland Cavaliers,123,109,H,O,14,232,,,,36,33,H,1.83,1.99,1.87,2.04,1.8,2.05
Basket,07/04/2016,00:00,2015/2016,Regular,Orlando Magic,Detroit Pistons,104,108,A,U,4,212,,,,21,25,A,1.73,2.13,1.77,2.18,1.76,2.1
Basket,07/04/2016,00:00,2015/2016,Regular,Washington Wizards,Brooklyn Nets,121,103,H,O,18,224,,,,30,23,H,1.06,15,1.05,13.89,1.04,12.5
Basket,06/04/2016,03:30,2015/2016,Regular,Golden State Warriors,Minnesota Timberwolves,117,124,A,O,7,241,OT,106,106,28,19,H,1.03,22,1.03,20.5,1.02,16.5
Basket,06/04/2016,03:30,2015/2016,Regular,Los Angeles Clippers,Los Angeles Lakers,103,81,H,U,22,184,,,,33,22,H,1.06,14,1.06,12.98,1.06,10.5
Basket,06/04/2016,03:00,2015/2016,Regular,Sacramento Kings,Portland Trail Blazers,107,115,A,O,8,222,,,,33,30,H,2.23,1.66,2.24,1.73,2.25,1.68
Basket,06/04/2016,02:00,2015/2016,Regular,Denver Nuggets,Oklahoma City Thunder,102,124,A,O,22,226,,,,30,32,A,3.88,1.26,3.97,1.29,3.8,1.27
Basket,06/04/2016,02:00,2015/2016,Regular,Utah Jazz,San Antonio Spurs,86,88,A,U,2,174,,,,20,25,A,2.28,1.64,2.39,1.65,2.3,1.66
Basket,06/04/2016,01:00,2015/2016,Regular,Atlanta Hawks,Phoenix Suns,103,90,H,U,13,193,,,,28,38,A,1.06,15,1.05,13.89,1.05,12.25
Basket,06/04/2016,01:00,2015/2016,Regular,Memphis Grizzlies,Chicago Bulls,108,92,H,U,16,200,,,,23,21,H,2.18,1.69,2.23,1.74,2.2,1.71
Basket,06/04/2016,01:00,2015/2016,Regular,Miami Heat,Detroit Pistons,107,89,H,U,18,196,,,,25,19,H,1.57,2.41,1.61,2.47,1.6,2.45
Basket,06/04/2016,01:00,2015/2016,Regular,Milwaukee Bucks,Cleveland Cavaliers,80,109,A,U,29,189,,,,19,33,A,3.44,1.32,3.52,1.35,3.5,1.32
Basket,06/04/2016,00:30,2015/2016,Regular,Toronto Raptors,Charlotte Hornets,96,90,H,U,6,186,,,,26,16,H,1.45,2.78,1.49,2.85,1.47,2.75
Basket,06/04/2016,00:00,2015/2016,Regular,Philadelphia 76ers,New Orleans Pelicans,107,93,H,U,14,200,,,,21,29,A,1.66,2.23,1.7,2.29,1.71,2.2
Basket,04/04/2016,02:30,2015/2016,Regular,Los Angeles Lakers,Boston Celtics,100,107,A,U,7,207,,,,26,31,A,5.1,1.22,5,1.21,4.75,1.2
Basket,04/04/2016,01:00,2015/2016,Regular,Golden State Warriors,Portland Trail Blazers,136,111,H,O,25,247,,,,31,37,A,1.12,8.2,1.11,7.88,1.09,8
Basket,04/04/2016,00:30,2015/2016,Regular,New York Knicks,Indiana Pacers,87,92,A,U,5,179,,,,23,18,H,2.56,1.6,2.53,1.59,2.45,1.6
Basket,04/04/2016,00:00,2015/2016,Regular,Milwaukee Bucks,Chicago Bulls,98,102,A,U,4,200,,,,24,24,D,1.75,2.26,1.7,2.29,1.71,2.2
Basket,03/04/2016,23:00,2015/2016,Regular,Orlando Magic,Memphis Grizzlies,119,107,H,O,12,226,,,,29,30,A,1.55,2.7,1.56,2.59,1.52,2.67
Basket,03/04/2016,23:00,2015/2016,Regular,Phoenix Suns,Utah Jazz,86,101,A,U,15,187,,,,23,16,H,4.4,1.27,4.05,1.29,4.1,1.25
Basket,03/04/2016,20:30,2015/2016,Regular,Cleveland Cavaliers,Charlotte Hornets,112,103,H,U,9,215,,,,29,19,H,1.33,3.8,1.3,3.95,1.31,3.6
Basket,03/04/2016,20:30,2015/2016,Regular,Houston Rockets,Oklahoma City Thunder,118,110,H,O,8,228,,,,31,26,H,2.37,1.69,2.59,1.56,2.3,1.66
Basket,03/04/2016,20:30,2015/2016,Regular,Los Angeles Clippers,Washington Wizards,114,109,H,O,5,223,,,,33,23,H,1.37,3.5,1.36,3.44,1.34,3.35
Basket,03/04/2016,20:30,2015/2016,Regular,Minnesota Timberwolves,Dallas Mavericks,78,88,A,U,10,166,,,,27,22,H,2.3,1.73,2.27,1.71,2.25,1.68
Basket,03/04/2016,18:00,2015/2016,Regular,Brooklyn Nets,New Orleans Pelicans,87,106,A,U,19,193,,,,14,18,A,1.43,3.14,1.43,3.1,1.41,3
Basket,03/04/2016,03:00,2015/2016,Regular,Portland Trail Blazers,Miami Heat,110,93,H,U,17,203,,,,20,22,A,1.4,2.98,1.43,3.05,1.4,3.1
Basket,03/04/2016,02:00,2015/2016,Regular,Denver Nuggets,Sacramento Kings,106,115,A,O,9,221,,,,27,23,H,1.24,4.75,1.23,4.71,1.19,5
Basket,03/04/2016,01:30,2015/2016,Regular,San Antonio Spurs,Toronto Raptors,102,95,H,U,7,197,,,,26,18,H,1.14,5.7,1.17,5.87,1.15,5.75
Basket,03/04/2016,01:00,2015/2016,Regular,Chicago Bulls,Detroit Pistons,90,94,A,U,4,184,,,,27,26,H,1.64,2.28,1.68,2.32,1.64,2.35
Basket,03/04/2016,00:30,2015/2016,Regular,Philadelphia 76ers,Indiana Pacers,102,115,A,O,13,217,,,,28,28,D,6.2,1.13,6.34,1.15,6.25,1.13
Basket,02/04/2016,03:30,2015/2016,Regular,Golden State Warriors,Boston Celtics,106,109,A,U,3,215,,,,23,21,H,1.08,8,1.11,8.36,1.09,8
Basket,02/04/2016,03:30,2015/2016,Regular,Phoenix Suns,Washington Wizards,99,106,A,U,7,205,,,,26,25,H,3.32,1.34,3.44,1.36,3.35,1.34
Basket,02/04/2016,03:00,2015/2016,Regular,Sacramento Kings,Miami Heat,106,112,A,O,6,218,,,,24,39,A,3.76,1.28,3.85,1.31,3.7,1.29
Basket,02/04/2016,02:00,2015/2016,Regular,Utah Jazz,Minnesota Timberwolves,98,85,H,U,13,183,,,,25,24,H,1.19,4.7,1.22,4.85,1.22,4.5
Basket,02/04/2016,01:00,2015/2016,Regular,Atlanta Hawks,Cleveland Cavaliers,108,110,A,O,2,218,OT,96,96,23,32,A,1.81,2.02,1.81,2.11,1.76,2.1
