Sport,Date,Time,Season,ToG,HomeTeam,AwayTeam,FTHG,FTAG,W,OVER/UNDER,AH,TG,Draw,DHS,DAS,1qHS,1qAS,1qR,MH,MA,PH,PA,B365H,B365A
Basket,01/04/2019,23:30,2018/2019,Regular,Toronto Raptors,Orlando Magic,121,109,H,O,12,230,,,,29,36,A,1.27,3.32,1.36,3.48,1.23,4.25
Basket,01/04/2019,23:00,2018/2019,Regular,Indiana Pacers,Detroit Pistons,111,102,H,U,9,213,,,,23,33,A,1.35,2.91,1.44,3.01,1.4,3.1
Basket,01/04/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Memphis Grizzlies,113,96,H,U,17,209,,,,25,19,H,1.23,4.2,1.25,4.5,1.25,4.2
Basket,01/04/2019,00:30,2018/2019,Regular,Golden State Warriors,Charlotte Hornets,137,90,H,O,47,227,,,,35,27,H,1.07,5.5,1.12,7.65,1.1,7.25
Basket,01/04/2019,00:00,2018/2019,Regular,Denver Nuggets,Washington Wizards,90,95,A,U,5,185,,,,34,23,H,1.16,5.4,1.17,5.8,1.13,6.25
Basket,31/03/2019,23:00,2018/2019,Regular,San Antonio Spurs,Sacramento Kings,106,113,A,O,7,219,,,,30,28,H,1.23,4.8,1.23,4.73,1.22,4.5
Basket,31/03/2019,22:00,2018/2019,Regular,New Orleans Pelicans,Los Angeles Lakers,102,130,A,O,28,232,,,,26,26,D,1.47,2.51,1.58,2.54,1.71,2.2
Basket,31/03/2019,19:30,2018/2019,Regular,Oklahoma City Thunder,Dallas Mavericks,103,106,A,U,3,209,,,,24,31,A,1.09,5.7,1.12,7.55,1.1,7.25
Basket,31/03/2019,16:30,2018/2019,Regular,Atlanta Hawks,Milwaukee Bucks,136,135,H,O,1,271,OT,122,122,26,43,A,3,1.37,3.66,1.33,2.9,1.43
Basket,31/03/2019,02:00,2018/2019,Regular,Phoenix Suns,Memphis Grizzlies,115,120,A,O,5,235,,,,38,23,H,2.04,1.88,2.02,1.88,2,1.83
Basket,31/03/2019,00:00,2018/2019,Regular,Chicago Bulls,Toronto Raptors,101,124,A,O,23,225,,,,28,26,H,4.45,1.12,5.17,1.2,6,1.14
Basket,31/03/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Philadelphia 76ers,109,118,A,O,9,227,,,,20,38,A,2.44,1.51,2.66,1.54,2.75,1.47
Basket,30/03/2019,23:30,2018/2019,Regular,New York Knicks,Miami Heat,92,100,A,U,8,192,,,,33,29,H,3.06,1.28,3.5,1.35,3,1.41
Basket,30/03/2019,23:00,2018/2019,Regular,Detroit Pistons,Portland Trail Blazers,99,90,H,U,9,189,,,,11,14,A,1.39,2.61,1.49,2.85,1.47,2.75
Basket,30/03/2019,23:00,2018/2019,Regular,Indiana Pacers,Orlando Magic,116,121,A,O,5,237,,,,28,32,A,1.75,2.23,1.74,2.22,1.74,2.15
Basket,30/03/2019,22:00,2018/2019,Regular,Brooklyn Nets,Boston Celtics,110,96,H,U,14,206,,,,17,21,A,1.74,1.92,1.85,2.06,2.1,1.76
Basket,30/03/2019,22:00,2018/2019,Regular,Houston Rockets,Sacramento Kings,119,108,H,O,11,227,,,,35,32,H,1.14,4.9,1.19,5.5,1.18,5.25
Basket,30/03/2019,19:30,2018/2019,Regular,Los Angeles Clippers,Cleveland Cavaliers,132,108,H,O,24,240,,,,29,29,D,1.19,4.2,1.21,5.13,1.19,5
Basket,30/03/2019,02:30,2018/2019,Regular,Los Angeles Lakers,Charlotte Hornets,129,115,H,O,14,244,,,,33,35,A,1.98,1.71,2.19,1.76,2.15,1.74
Basket,30/03/2019,01:00,2018/2019,Regular,Utah Jazz,Washington Wizards,128,124,H,O,4,252,,,,39,30,H,1.07,5.9,1.12,7.55,1.11,7
Basket,30/03/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Golden State Warriors,131,130,H,O,1,261,OT,115,115,27,32,A,4.15,1.18,4.9,1.22,5,1.19
Basket,30/03/2019,00:00,2018/2019,Regular,Oklahoma City Thunder,Denver Nuggets,105,115,A,O,10,220,,,,29,33,A,1.53,2.2,1.49,2.85,1.5,2.7
Basket,29/03/2019,23:30,2018/2019,Regular,Atlanta Hawks,Portland Trail Blazers,98,118,A,O,20,216,,,,30,38,A,2.16,1.6,2.24,1.73,2.25,1.68
Basket,29/03/2019,23:00,2018/2019,Regular,Boston Celtics,Indiana Pacers,114,112,H,O,2,226,,,,35,25,H,1.36,3.04,1.39,3.27,1.38,3.15
Basket,29/03/2019,00:30,2018/2019,Regular,San Antonio Spurs,Cleveland Cavaliers,116,110,H,O,6,226,,,,27,28,A,1.04,7.6,1.12,7.71,1.09,8
Basket,29/03/2019,00:00,2018/2019,Regular,Houston Rockets,Denver Nuggets,112,85,H,U,27,197,,,,22,25,A,1.44,2.56,1.51,2.78,1.5,2.7
Basket,29/03/2019,00:00,2018/2019,Regular,Milwaukee Bucks,Los Angeles Clippers,128,118,H,O,10,246,,,,28,25,H,1.21,3.66,1.29,4.06,1.27,3.9
Basket,29/03/2019,00:00,2018/2019,Regular,New Orleans Pelicans,Sacramento Kings,121,118,H,O,3,239,,,,30,26,H,2.26,1.59,2.49,1.61,2.25,1.68
Basket,28/03/2019,23:30,2018/2019,Regular,Miami Heat,Dallas Mavericks,105,99,H,U,6,204,,,,26,29,A,1.37,3.48,1.34,3.59,1.32,3.45
Basket,28/03/2019,23:30,2018/2019,Regular,New York Knicks,Toronto Raptors,92,117,A,U,25,209,,,,18,30,A,5.7,1.11,6.54,1.15,6.25,1.13
Basket,28/03/2019,23:00,2018/2019,Regular,Detroit Pistons,Orlando Magic,115,98,H,U,17,213,,,,30,27,H,1.57,2.32,1.63,2.43,1.62,2.4
Basket,28/03/2019,23:00,2018/2019,Regular,Philadelphia 76ers,Brooklyn Nets,123,110,H,O,13,233,,,,38,23,H,1.28,3.64,1.3,3.92,1.26,4
Basket,28/03/2019,02:30,2018/2019,Regular,Utah Jazz,Los Angeles Lakers,115,100,H,U,15,215,,,,32,25,H,1.07,12,1.07,11.51,1.1,7.5
Basket,28/03/2019,02:00,2018/2019,Regular,Phoenix Suns,Washington Wizards,121,124,A,O,3,245,,,,30,27,H,2.16,1.8,2.04,1.87,2.05,1.8
Basket,28/03/2019,00:00,2018/2019,Regular,Chicago Bulls,Portland Trail Blazers,98,118,A,O,20,216,,,,14,27,A,3.48,1.37,3.45,1.36,2.85,1.44
Basket,28/03/2019,00:00,2018/2019,Regular,Memphis Grizzlies,Golden State Warriors,103,118,A,O,15,221,,,,37,31,H,5.4,1.2,5.54,1.19,6.5,1.12
Basket,28/03/2019,00:00,2018/2019,Regular,Oklahoma City Thunder,Indiana Pacers,107,99,H,U,8,206,,,,29,27,H,1.36,2.77,1.42,3.11,1.4,3.05
Basket,27/03/2019,02:30,2018/2019,Regular,Los Angeles Lakers,Washington Wizards,124,106,H,O,18,230,,,,34,29,H,1.64,2.01,1.87,2.04,1.83,2
Basket,27/03/2019,01:00,2018/2019,Regular,Denver Nuggets,Detroit Pistons,95,92,H,U,3,187,,,,27,9,H,1.28,3.3,1.36,3.48,1.34,3.35
Basket,27/03/2019,00:30,2018/2019,Regular,Dallas Mavericks,Sacramento Kings,121,125,A,O,4,246,,,,23,25,A,1.93,1.81,2.02,1.88,2,1.83
Basket,27/03/2019,00:00,2018/2019,Regular,Milwaukee Bucks,Houston Rockets,108,94,H,U,14,202,,,,20,25,A,1.54,2.28,1.63,2.44,1.58,2.5
Basket,27/03/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Los Angeles Clippers,111,122,A,O,11,233,,,,23,42,A,2.09,1.62,2.14,1.79,2.1,1.76
Basket,27/03/2019,00:00,2018/2019,Regular,New Orleans Pelicans,Atlanta Hawks,120,130,A,O,10,250,,,,34,42,A,1.75,1.89,1.91,2,1.86,1.95
Basket,26/03/2019,23:30,2018/2019,Regular,Miami Heat,Orlando Magic,99,104,A,U,5,203,,,,32,18,H,1.41,2.57,1.46,2.93,1.45,2.8
Basket,26/03/2019,23:30,2018/2019,Regular,Toronto Raptors,Chicago Bulls,112,103,H,U,9,215,,,,26,18,H,1.1,9.5,1.1,8.98,1.07,9
Basket,26/03/2019,23:00,2018/2019,Regular,Charlotte Hornets,San Antonio Spurs,125,116,H,O,9,241,OT,106,106,29,23,H,2.13,1.56,2.33,1.68,2.3,1.66
Basket,26/03/2019,23:00,2018/2019,Regular,Cleveland Cavaliers,Boston Celtics,106,116,A,O,10,222,,,,27,32,A,3,1.46,2.93,1.47,3.25,1.36
Basket,26/03/2019,02:00,2018/2019,Regular,Portland Trail Blazers,Brooklyn Nets,148,144,H,O,4,292,OT,120,120,31,27,H,1.35,2.77,1.42,3.11,1.4,3.05
Basket,26/03/2019,01:00,2018/2019,Regular,Utah Jazz,Phoenix Suns,125,92,H,O,33,217,,,,26,21,H,1.02,7.8,1.07,11.25,1.05,12.25
Basket,26/03/2019,00:00,2018/2019,Regular,Memphis Grizzlies,Oklahoma City Thunder,115,103,H,O,12,218,,,,31,23,H,2.72,1.39,2.99,1.45,2.95,1.42
Basket,25/03/2019,23:00,2018/2019,Regular,Orlando Magic,Philadelphia 76ers,119,98,H,O,21,217,,,,31,31,D,2.02,1.65,2.17,1.78,2.15,1.74
Basket,25/03/2019,01:30,2018/2019,Regular,Los Angeles Lakers,Sacramento Kings,111,106,H,O,5,217,,,,22,20,H,2.07,1.86,2.08,1.84,2.55,1.57
Basket,25/03/2019,00:30,2018/2019,Regular,Golden State Warriors,Detroit Pistons,121,114,H,O,7,235,,,,29,28,H,1.12,4.75,1.18,5.74,1.11,7
Basket,24/03/2019,23:30,2018/2019,Regular,Boston Celtics,San Antonio Spurs,96,115,A,U,19,211,,,,24,31,A,1.75,1.88,1.8,2.13,1.71,2.2
Basket,24/03/2019,23:00,2018/2019,Regular,New Orleans Pelicans,Houston Rockets,90,113,A,U,23,203,,,,19,33,A,4,1.18,4.18,1.27,5,1.19
Basket,24/03/2019,22:00,2018/2019,Regular,Toronto Raptors,Charlotte Hornets,114,115,A,O,1,229,,,,32,27,H,1.2,3.96,1.22,4.9,1.15,5.75
Basket,24/03/2019,21:00,2018/2019,Regular,Indiana Pacers,Denver Nuggets,124,88,H,U,36,212,,,,27,23,H,1.92,1.78,2,1.91,2,1.83
Basket,24/03/2019,20:30,2018/2019,Regular,Milwaukee Bucks,Cleveland Cavaliers,127,105,H,O,22,232,,,,32,27,H,1.06,6.6,1.1,8.44,1.05,12.25
Basket,24/03/2019,16:00,2018/2019,Regular,New York Knicks,Los Angeles Clippers,113,124,A,O,11,237,,,,24,29,A,4.4,1.14,5.15,1.2,5.25,1.18
Basket,24/03/2019,02:00,2018/2019,Regular,Portland Trail Blazers,Detroit Pistons,117,112,H,O,5,229,,,,32,28,H,1.42,2.48,1.52,2.73,1.5,2.7
Basket,24/03/2019,02:00,2018/2019,Regular,Sacramento Kings,Phoenix Suns,112,103,H,U,9,215,,,,19,32,A,1.15,4.6,1.21,4.99,1.2,4.75
Basket,24/03/2019,00:30,2018/2019,Regular,Golden State Warriors,Dallas Mavericks,91,126,A,O,35,217,,,,22,37,A,1.04,7.1,1.07,10.83,1.05,12
Basket,24/03/2019,00:00,2018/2019,Regular,Chicago Bulls,Utah Jazz,83,114,A,U,31,197,,,,18,33,A,5.5,1.16,4.99,1.21,4,1.26
Basket,24/03/2019,00:00,2018/2019,Regular,Memphis Grizzlies,Minnesota Timberwolves,99,112,A,U,13,211,,,,25,25,D,1.88,1.79,1.99,1.92,2.25,1.68
Basket,23/03/2019,23:30,2018/2019,Regular,Atlanta Hawks,Philadelphia 76ers,129,127,H,O,2,256,,,,34,41,A,3.32,1.23,3.92,1.3,3.8,1.27
Basket,23/03/2019,23:00,2018/2019,Regular,Washington Wizards,Miami Heat,108,113,A,O,5,221,,,,27,25,H,1.66,1.99,1.87,2.04,1.8,2.05
Basket,23/03/2019,22:00,2018/2019,Regular,Charlotte Hornets,Boston Celtics,124,117,H,O,7,241,,,,29,35,A,2.29,1.72,2.47,1.61,2.4,1.62
Basket,23/03/2019,02:30,2018/2019,Regular,Los Angeles Lakers,Brooklyn Nets,106,111,A,O,5,217,,,,23,20,H,1.95,1.7,2.09,1.83,1.83,2
Basket,23/03/2019,00:30,2018/2019,Regular,Milwaukee Bucks,Miami Heat,116,87,H,U,29,203,,,,33,32,H,1.27,4.3,1.27,4.27,1.19,5
Basket,23/03/2019,00:00,2018/2019,Regular,Houston Rockets,San Antonio Spurs,111,105,H,O,6,216,,,,36,24,H,1.37,2.8,1.42,3.11,1.41,3
Basket,22/03/2019,23:30,2018/2019,Regular,Cleveland Cavaliers,Los Angeles Clippers,108,110,A,O,2,218,,,,40,25,H,2.73,1.28,3.05,1.43,3.5,1.32
Basket,22/03/2019,23:30,2018/2019,Regular,New York Knicks,Denver Nuggets,93,111,A,U,18,204,,,,18,37,A,4.9,1.1,6.23,1.16,6.25,1.13
Basket,22/03/2019,23:30,2018/2019,Regular,Toronto Raptors,Oklahoma City Thunder,109,116,A,O,7,225,,,,29,22,H,1.64,2.02,1.75,2.21,1.71,2.2
Basket,22/03/2019,23:00,2018/2019,Regular,Orlando Magic,Memphis Grizzlies,123,119,H,O,4,242,OT,110,110,23,33,A,1.3,3.28,1.4,3.22,1.36,3.25
Basket,22/03/2019,02:30,2018/2019,Regular,Golden State Warriors,Indiana Pacers,112,89,H,U,23,201,,,,19,19,D,1.15,6.6,1.14,6.82,1.14,6
Basket,22/03/2019,02:00,2018/2019,Regular,Phoenix Suns,Detroit Pistons,98,118,A,O,20,216,,,,32,29,H,3.2,1.28,3.5,1.35,3.45,1.32
Basket,22/03/2019,02:00,2018/2019,Regular,Sacramento Kings,Dallas Mavericks,116,100,H,O,16,216,,,,27,29,A,1.27,4.3,1.3,3.92,1.25,4.1
Basket,21/03/2019,23:30,2018/2019,Regular,Atlanta Hawks,Utah Jazz,117,114,H,O,3,231,,,,29,28,H,3.18,1.26,3.4,1.37,3.4,1.33
Basket,21/03/2019,23:00,2018/2019,Regular,Charlotte Hornets,Minnesota Timberwolves,113,106,H,O,7,219,,,,25,25,D,1.38,2.59,1.49,2.82,1.45,2.8
Basket,21/03/2019,23:00,2018/2019,Regular,Washington Wizards,Denver Nuggets,108,113,A,O,5,221,,,,30,33,A,4.15,1.29,3.22,1.4,3.15,1.38
Basket,21/03/2019,02:00,2018/2019,Regular,Portland Trail Blazers,Dallas Mavericks,126,118,H,O,8,244,,,,26,17,H,1.17,4.2,1.2,5.15,1.18,5.25
Basket,21/03/2019,01:30,2018/2019,Regular,Oklahoma City Thunder,Toronto Raptors,114,123,A,O,9,237,OT,110,110,31,39,A,1.46,2.41,1.56,2.59,1.45,2.8
Basket,21/03/2019,00:30,2018/2019,Regular,San Antonio Spurs,Miami Heat,105,110,A,U,5,215,,,,22,24,A,1.36,2.74,1.4,3.22,1.38,3.15
Basket,21/03/2019,00:00,2018/2019,Regular,Chicago Bulls,Washington Wizards,126,120,H,O,6,246,OT,113,113,35,28,H,2.38,1.68,2.14,1.79,2.1,1.76
Basket,21/03/2019,00:00,2018/2019,Regular,Memphis Grizzlies,Houston Rockets,126,125,H,O,1,251,OT,115,115,38,25,H,2.55,1.42,2.71,1.53,2.7,1.5
Basket,20/03/2019,23:30,2018/2019,Regular,New York Knicks,Utah Jazz,116,137,A,O,21,253,,,,25,39,A,6.6,1.08,7.22,1.13,7.25,1.1
Basket,20/03/2019,23:00,2018/2019,Regular,Cleveland Cavaliers,Milwaukee Bucks,107,102,H,U,5,209,,,,30,24,H,4.2,1.16,4.69,1.23,5.75,1.15
Basket,20/03/2019,23:00,2018/2019,Regular,Orlando Magic,New Orleans Pelicans,119,96,H,U,23,215,,,,39,25,H,1.32,3.08,1.37,3.39,1.36,3.25
Basket,20/03/2019,23:00,2018/2019,Regular,Philadelphia 76ers,Boston Celtics,118,115,H,O,3,233,,,,30,39,A,1.6,2.15,1.68,2.33,1.68,2.25
Basket,20/03/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Indiana Pacers,115,109,H,O,6,224,,,,25,16,H,1.49,2.88,1.51,2.78,1.5,2.7
Basket,20/03/2019,02:00,2018/2019,Regular,Sacramento Kings,Brooklyn Nets,121,123,A,O,2,244,,,,38,25,H,1.55,2.39,1.63,2.43,1.58,2.5
Basket,20/03/2019,00:00,2018/2019,Regular,Milwaukee Bucks,Los Angeles Lakers,115,101,H,O,14,216,,,,35,24,H,1.1,7.2,1.14,6.84,1.08,8.5
Basket,20/03/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,Golden State Warriors,107,117,A,O,10,224,,,,27,30,A,2.95,1.31,3.22,1.4,3,1.41
Basket,19/03/2019,23:30,2018/2019,Regular,Atlanta Hawks,Houston Rockets,105,121,A,O,16,226,,,,25,25,D,3.48,1.37,3.45,1.36,3.65,1.3
Basket,19/03/2019,23:00,2018/2019,Regular,Charlotte Hornets,Philadelphia 76ers,114,118,A,O,4,232,,,,30,31,A,1.91,1.76,1.87,2.04,1.86,1.95
Basket,19/03/2019,02:30,2018/2019,Regular,Portland Trail Blazers,Indiana Pacers,106,98,H,U,8,204,,,,28,31,A,1.47,2.32,1.63,2.43,1.58,2.5
Basket,19/03/2019,02:00,2018/2019,Regular,Phoenix Suns,Chicago Bulls,101,116,A,O,15,217,,,,20,34,A,1.71,2.31,1.68,2.33,1.64,2.35
Basket,19/03/2019,00:30,2018/2019,Regular,Dallas Mavericks,New Orleans Pelicans,125,129,A,O,4,254,OT,110,110,34,28,H,1.53,2.76,1.53,2.71,1.52,2.67
Basket,19/03/2019,00:00,2018/2019,Regular,Oklahoma City Thunder,Miami Heat,107,116,A,O,9,223,,,,25,27,A,1.46,3,1.48,2.86,1.52,2.67
Basket,19/03/2019,00:00,2018/2019,Regular,San Antonio Spurs,Golden State Warriors,111,105,H,O,6,216,,,,25,25,D,2.18,1.63,2.22,1.74,2.2,1.71
Basket,18/03/2019,23:30,2018/2019,Regular,Boston Celtics,Denver Nuggets,105,114,A,O,9,219,,,,22,24,A,1.53,2.18,1.66,2.37,1.64,2.35
Basket,18/03/2019,23:30,2018/2019,Regular,Toronto Raptors,New York Knicks,128,92,H,O,36,220,,,,38,29,H,1.13,6,1.14,6.81,1.08,8.5
Basket,18/03/2019,23:00,2018/2019,Regular,Cleveland Cavaliers,Detroit Pistons,126,119,H,O,7,245,,,,25,32,A,3,1.31,3.39,1.37,3.6,1.31
Basket,18/03/2019,23:00,2018/2019,Regular,Washington Wizards,Utah Jazz,95,116,A,U,21,211,,,,24,31,A,2.47,1.46,2.58,1.57,2.55,1.57
Basket,18/03/2019,01:00,2018/2019,Regular,Houston Rockets,Minnesota Timberwolves,117,102,H,O,15,219,,,,26,30,A,1.35,3.64,1.34,3.62,1.38,3.15
Basket,18/03/2019,01:00,2018/2019,Regular,Los Angeles Clippers,Brooklyn Nets,119,116,H,O,3,235,,,,23,30,A,1.37,3.06,1.41,3.15,1.4,3.05
Basket,17/03/2019,22:00,2018/2019,Regular,Orlando Magic,Atlanta Hawks,101,91,H,U,10,192,,,,28,25,H,1.33,3.74,1.33,3.69,1.31,3.6
Basket,17/03/2019,22:00,2018/2019,Regular,Sacramento Kings,Chicago Bulls,129,102,H,O,27,231,,,,24,23,H,1.33,2.76,1.41,3.19,1.38,3.15
Basket,17/03/2019,20:00,2018/2019,Regular,Detroit Pistons,Toronto Raptors,110,107,H,O,3,217,,,,25,21,H,2.07,1.86,2.08,1.84,2.25,1.68
Basket,17/03/2019,19:30,2018/2019,Regular,Milwaukee Bucks,Philadelphia 76ers,125,130,A,O,5,255,,,,28,31,A,1.32,3,1.38,3.35,1.37,3.2
Basket,17/03/2019,17:00,2018/2019,Regular,Miami Heat,Charlotte Hornets,93,75,H,U,18,168,,,,19,20,A,1.54,2.19,1.63,2.43,1.6,2.45
Basket,17/03/2019,16:00,2018/2019,Regular,New York Knicks,Los Angeles Lakers,124,123,H,O,1,247,,,,41,30,H,2.55,1.45,2.66,1.54,2.6,1.55
Basket,17/03/2019,01:00,2018/2019,Regular,Denver Nuggets,Indiana Pacers,102,100,H,U,2,202,,,,25,36,A,1.3,3.4,1.36,3.48,1.33,3.4
Basket,17/03/2019,01:00,2018/2019,Regular,Utah Jazz,Brooklyn Nets,114,98,H,U,16,212,,,,28,21,H,1.2,3.44,1.27,4.26,1.25,4.1
Basket,17/03/2019,00:30,2018/2019,Regular,Dallas Mavericks,Cleveland Cavaliers,121,116,H,O,5,237,,,,34,26,H,1.33,3.24,1.38,3.31,1.36,3.25
Basket,17/03/2019,00:30,2018/2019,Regular,Oklahoma City Thunder,Golden State Warriors,88,110,A,U,22,198,,,,27,40,A,1.88,2.04,1.87,2.04,2,1.83
Basket,17/03/2019,00:30,2018/2019,Regular,San Antonio Spurs,Portland Trail Blazers,108,103,H,U,5,211,,,,23,21,H,1.66,2.07,1.8,2.13,1.76,2.1
Basket,16/03/2019,23:00,2018/2019,Regular,New Orleans Pelicans,Phoenix Suns,136,138,A,O,2,274,OT,122,122,31,34,A,1.69,2.19,1.91,2,1.86,1.95
Basket,16/03/2019,23:00,2018/2019,Regular,Washington Wizards,Memphis Grizzlies,135,128,H,O,7,263,,,,35,37,A,1.71,1.88,1.67,2.35,1.71,2.2
Basket,16/03/2019,16:30,2018/2019,Regular,Boston Celtics,Atlanta Hawks,129,120,H,O,9,249,,,,43,36,H,1.15,4.45,1.18,5.66,1.16,5.5
Basket,16/03/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Chicago Bulls,128,121,H,O,7,249,,,,29,34,A,1.23,3.72,1.28,4.11,1.26,4
Basket,16/03/2019,00:30,2018/2019,Regular,San Antonio Spurs,New York Knicks,109,83,H,U,26,192,,,,31,20,H,1.07,6.5,1.1,8.98,1.07,9
Basket,16/03/2019,00:00,2018/2019,Regular,Houston Rockets,Phoenix Suns,108,102,H,U,6,210,,,,26,31,A,1.07,6.1,1.1,8.98,1.08,8.5
Basket,16/03/2019,00:00,2018/2019,Regular,Miami Heat,Milwaukee Bucks,98,113,A,U,15,211,,,,37,19,H,2.41,1.45,2.6,1.56,2.6,1.55
Basket,16/03/2019,00:00,2018/2019,Regular,New Orleans Pelicans,Portland Trail Blazers,110,122,A,O,12,232,,,,37,30,H,3.52,1.28,3.95,1.3,3.8,1.27
Basket,15/03/2019,23:00,2018/2019,Regular,Detroit Pistons,Los Angeles Lakers,111,97,H,U,14,208,,,,27,22,H,1.12,4.85,1.16,6.22,1.26,4
Basket,15/03/2019,23:00,2018/2019,Regular,Philadelphia 76ers,Sacramento Kings,123,114,H,O,9,237,,,,33,29,H,1.14,4.4,1.21,5.08,1.22,4.5
Basket,15/03/2019,23:00,2018/2019,Regular,Washington Wizards,Charlotte Hornets,110,116,A,O,6,226,,,,26,40,A,1.61,2.34,1.63,2.43,1.62,2.4
Basket,15/03/2019,02:30,2018/2019,Regular,Denver Nuggets,Dallas Mavericks,100,99,H,U,1,199,,,,26,29,A,1.14,5,1.16,6.23,1.15,5.75
Basket,15/03/2019,01:00,2018/2019,Regular,Utah Jazz,Minnesota Timberwolves,120,100,H,O,20,220,,,,34,25,H,1.26,3.88,1.28,4.11,1.18,5.25
Basket,15/03/2019,00:00,2018/2019,Regular,Toronto Raptors,Los Angeles Lakers,111,98,H,U,13,209,,,,33,25,H,1.13,4.5,1.23,4.68,1.19,5
Basket,14/03/2019,23:30,2018/2019,Regular,Boston Celtics,Sacramento Kings,126,120,H,O,6,246,,,,25,38,A,1.29,3.82,1.31,3.83,1.29,3.7
Basket,14/03/2019,23:00,2018/2019,Regular,Indiana Pacers,Oklahoma City Thunder,108,106,H,U,2,214,,,,22,29,A,1.83,1.88,1.91,2,1.86,1.95
Basket,14/03/2019,23:00,2018/2019,Regular,Orlando Magic,Cleveland Cavaliers,120,91,H,U,29,211,,,,36,20,H,1.26,3.56,1.33,3.7,1.26,4
Basket,14/03/2019,02:00,2018/2019,Regular,Phoenix Suns,Utah Jazz,97,114,A,U,17,211,,,,27,25,H,3.26,1.28,3.44,1.36,3.4,1.33
Basket,14/03/2019,01:30,2018/2019,Regular,Houston Rockets,Golden State Warriors,104,106,A,U,2,210,,,,23,33,A,1.68,2.38,1.67,2.36,1.76,2.1
Basket,13/03/2019,23:30,2018/2019,Regular,Atlanta Hawks,Memphis Grizzlies,132,111,H,O,21,243,,,,33,28,H,1.84,1.92,1.91,2,1.86,1.95
Basket,13/03/2019,23:30,2018/2019,Regular,Miami Heat,Detroit Pistons,108,74,H,U,34,182,,,,30,18,H,1.77,1.86,1.8,2.13,1.86,1.95
Basket,13/03/2019,23:00,2018/2019,Regular,Oklahoma City Thunder,Brooklyn Nets,108,96,H,U,12,204,,,,19,27,A,1.23,3.38,1.37,3.39,1.31,3.6
Basket,13/03/2019,23:00,2018/2019,Regular,Washington Wizards,Orlando Magic,100,90,H,U,10,190,,,,29,28,H,1.68,2.13,1.69,2.31,1.68,2.25
Basket,13/03/2019,02:30,2018/2019,Regular,Denver Nuggets,Minnesota Timberwolves,133,107,H,O,26,240,,,,31,20,H,1.13,4.9,1.2,5.23,1.15,5.75
Basket,13/03/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Portland Trail Blazers,104,125,A,O,21,229,,,,30,23,H,1.95,1.72,2.27,1.71,2.3,1.66
Basket,13/03/2019,00:00,2018/2019,Regular,Chicago Bulls,Los Angeles Lakers,107,123,A,O,16,230,,,,34,16,H,1.97,1.85,2,1.91,1.95,1.86
Basket,13/03/2019,00:00,2018/2019,Regular,Dallas Mavericks,San Antonio Spurs,105,112,A,O,7,217,,,,24,34,A,2.66,1.41,2.77,1.51,3,1.41
Basket,13/03/2019,00:00,2018/2019,Regular,New Orleans Pelicans,Milwaukee Bucks,113,130,A,O,17,243,,,,23,23,D,4.6,1.2,4.8,1.23,4.75,1.2
Basket,12/03/2019,23:00,2018/2019,Regular,Indiana Pacers,New York Knicks,103,98,H,U,5,201,,,,27,29,A,1.12,6.6,1.13,7.22,1.11,7
Basket,12/03/2019,23:00,2018/2019,Regular,Philadelphia 76ers,Cleveland Cavaliers,106,99,H,U,7,205,,,,24,12,H,1.07,7.1,1.09,9.58,1.07,9.5
Basket,12/03/2019,02:30,2018/2019,Regular,Los Angeles Clippers,Boston Celtics,140,115,H,O,25,255,,,,25,19,H,1.88,1.75,2.04,1.87,2,1.83
Basket,12/03/2019,01:00,2018/2019,Regular,Utah Jazz,Oklahoma City Thunder,89,98,A,U,9,187,,,,21,22,A,1.63,2.19,1.68,2.33,1.64,2.35
Basket,12/03/2019,00:00,2018/2019,Regular,Houston Rockets,Charlotte Hornets,118,106,H,O,12,224,,,,38,19,H,1.26,4.4,1.26,4.31,1.22,4.5
Basket,11/03/2019,23:30,2018/2019,Regular,Brooklyn Nets,Detroit Pistons,103,75,H,U,28,178,,,,27,19,H,1.66,1.96,1.8,2.13,1.74,2.15
Basket,11/03/2019,23:00,2018/2019,Regular,Cleveland Cavaliers,Toronto Raptors,126,101,H,O,25,227,,,,25,24,H,4.65,1.15,4.87,1.22,6,1.14
Basket,11/03/2019,23:00,2018/2019,Regular,Washington Wizards,Sacramento Kings,121,115,H,O,6,236,,,,28,20,H,1.68,1.93,1.8,2.13,1.8,2.05
Basket,11/03/2019,00:30,2018/2019,Regular,Golden State Warriors,Phoenix Suns,111,115,A,O,4,226,,,,29,16,H,1.06,13.5,1.05,13.44,1.02,16.5
Basket,11/03/2019,00:00,2018/2019,Regular,Minnesota Timberwolves,New York Knicks,103,92,H,U,11,195,,,,23,22,H,1.23,3.36,1.15,6.61,1.13,6.25
Basket,11/03/2019,00:00,2018/2019,Regular,San Antonio Spurs,Milwaukee Bucks,121,114,H,O,7,235,,,,25,32,A,1.78,1.85,1.85,2.06,2.3,1.66
